<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
BZ;D;20230430;000000;80.2600000;80.2600000;79.7100000;79.7700000;1296
BZ;D;20230501;000000;79.7700000;79.8700000;78.1300000;79.4000000;150451
BZ;D;20230502;000000;79.4000000;79.7800000;75.0700000;75.2300000;387399
BZ;D;20230503;000000;75.2300000;75.5800000;71.7000000;71.9300000;471288
BZ;D;20230504;000000;71.9300000;73.7200000;71.2800000;72.5400000;373266
BZ;D;20230505;000000;72.5400000;75.7500000;72.4100000;75.3100000;271896
BZ;D;20230507;000000;75.3700000;75.7900000;75.2300000;75.4100000;1995
BZ;D;20230508;000000;75.4100000;77.4300000;74.9500000;76.6100000;193973
BZ;D;20230509;000000;76.6100000;77.5000000;75.0700000;77.2800000;303882
BZ;D;20230510;000000;77.2800000;77.6000000;75.6800000;76.5900000;325089
BZ;D;20230511;000000;76.5900000;77.4100000;74.6100000;75.4300000;363622
BZ;D;20230512;000000;75.4300000;75.8500000;74.0300000;74.2200000;265898
BZ;D;20230514;000000;74.1700000;74.2800000;74.0800000;74.1700000;457
BZ;D;20230515;000000;74.1600000;75.7500000;73.4900000;75.5600000;254997
BZ;D;20230516;000000;75.5600000;75.9500000;74.5000000;74.7500000;222529
BZ;D;20230517;000000;74.7500000;77.3100000;74.1000000;76.7800000;302080
BZ;D;20230518;000000;76.7800000;76.9900000;75.5000000;75.9500000;244281
BZ;D;20230519;000000;75.9500000;77.5000000;75.1200000;75.7900000;254723
BZ;D;20230521;000000;75.6100000;75.7500000;75.5900000;75.7200000;542
BZ;D;20230522;000000;75.7600000;76.4600000;74.5500000;75.9400000;197331
BZ;D;20230523;000000;75.9400000;77.7400000;75.6500000;77.5000000;283489
BZ;D;20230524;000000;77.5000000;78.6600000;77.0300000;78.3400000;292777
BZ;D;20230525;000000;78.3400000;78.5000000;75.1000000;76.2300000;251350
BZ;D;20230526;000000;76.2300000;77.3500000;75.7300000;77.0900000;154920
BZ;D;20230528;000000;77.1200000;77.6600000;77.1200000;77.4600000;1482
BZ;D;20230529;000000;77.4700000;77.7500000;76.1500000;77.0300000;31498
BZ;D;20230530;000000;77.0300000;77.5700000;73.2000000;73.6900000;104473
BZ;D;20230531;000000;73.8400000;73.9500000;71.5000000;72.1300000;442869
BZ;D;20230601;000000;72.1300000;75.2500000;72.0300000;74.3200000;367511
BZ;D;20230602;000000;74.3200000;76.5000000;74.1800000;76.2900000;282637
BZ;D;20230604;000000;76.4000000;78.7300000;76.4000000;77.8300000;36040
BZ;D;20230605;000000;77.8400000;78.2400000;76.3100000;76.6000000;369769
BZ;D;20230606;000000;76.6000000;76.7500000;74.7200000;76.1200000;310246
BZ;D;20230607;000000;76.1200000;77.6400000;75.5100000;76.8000000;333977
BZ;D;20230608;000000;76.8000000;77.6800000;73.5800000;75.5200000;635025
BZ;D;20230609;000000;75.5200000;76.5700000;74.7100000;74.9700000;270329
BZ;D;20230611;000000;74.9700000;75.0400000;74.4000000;74.5400000;2865
BZ;D;20230612;000000;74.5400000;74.5500000;71.5800000;72.1100000;367076
BZ;D;20230613;000000;72.1100000;74.6600000;71.9400000;74.1900000;471662
BZ;D;20230614;000000;74.1900000;75.4900000;73.0300000;73.6100000;332144
BZ;D;20230615;000000;73.6100000;75.9700000;72.9100000;75.6300000;269780
BZ;D;20230616;000000;75.6300000;76.7400000;75.0800000;76.5600000;268782
BZ;D;20230618;000000;76.2600000;76.4000000;76.0500000;76.1200000;535
BZ;D;20230619;000000;76.1100000;76.9300000;75.3400000;76.1300000;142611
BZ;D;20230620;000000;76.1300000;77.1500000;74.5100000;75.4200000;273988
BZ;D;20230621;000000;75.4200000;77.2400000;75.4200000;77.0300000;230596
BZ;D;20230622;000000;77.0300000;77.2000000;73.5900000;74.2300000;334961
BZ;D;20230623;000000;74.2300000;74.2500000;72.1100000;74.1400000;165826
BZ;D;20230625;000000;74.4400000;74.8000000;74.2500000;74.6900000;4023
BZ;D;20230626;000000;74.7000000;74.8500000;73.4200000;74.3900000;137310
BZ;D;20230627;000000;74.3900000;74.9000000;72.0800000;72.6900000;155655
BZ;D;20230628;000000;72.6900000;74.2000000;71.5700000;73.5700000;95255
BZ;D;20230629;000000;73.5700000;74.9800000;73.3900000;74.3100000;66162
BZ;D;20230630;000000;74.9700000;75.8400000;74.3000000;75.1900000;243911
BZ;D;20230702;000000;75.1900000;75.4700000;75.0300000;75.1700000;752
BZ;D;20230703;000000;75.1900000;76.6000000;74.5600000;74.9600000;342144
BZ;D;20230704;000000;74.9600000;76.2900000;74.7400000;76.1200000;158913
BZ;D;20230705;000000;76.1200000;76.9500000;75.3000000;76.5300000;302856
BZ;D;20230706;000000;76.5300000;77.0900000;75.0300000;76.5100000;347152
BZ;D;20230707;000000;76.5100000;78.5400000;76.0300000;78.3000000;341827
BZ;D;20230709;000000;78.1700000;78.6100000;78.1300000;78.2200000;3798
BZ;D;20230710;000000;78.2300000;78.7700000;77.3600000;77.7900000;297710
BZ;D;20230711;000000;77.7900000;79.5000000;77.6300000;79.3500000;346050
BZ;D;20230712;000000;79.3500000;80.5500000;79.2100000;80.2000000;391341
BZ;D;20230713;000000;80.2000000;81.7500000;79.8800000;81.5400000;363887
BZ;D;20230714;000000;81.5400000;81.7000000;79.6300000;79.6600000;322508
BZ;D;20230716;000000;79.6300000;79.6300000;79.0200000;79.3300000;5054
BZ;D;20230717;000000;79.3200000;80.6400000;78.2500000;78.5600000;358594
BZ;D;20230718;000000;78.5600000;79.9900000;78.1900000;79.8200000;391271
BZ;D;20230719;000000;79.8200000;80.9300000;79.1700000;79.5400000;322063
BZ;D;20230720;000000;79.5400000;80.2700000;78.6600000;79.6200000;289603
BZ;D;20230721;000000;79.6200000;81.2400000;79.6200000;80.8600000;295300
BZ;D;20230723;000000;80.8900000;81.0100000;80.5300000;80.5300000;635
BZ;D;20230724;000000;80.5300000;83.1600000;80.4200000;82.7500000;298562
BZ;D;20230725;000000;82.7500000;83.8700000;82.2200000;83.2000000;236304
BZ;D;20230726;000000;83.2000000;83.8500000;82.5800000;82.9500000;178754
BZ;D;20230727;000000;82.9500000;84.5000000;82.9300000;83.8600000;112007
BZ;D;20230728;000000;83.8600000;85.0900000;83.2200000;84.9200000;105115
BZ;D;20230730;000000;84.2900000;84.4600000;84.2300000;84.2500000;1137
BZ;D;20230731;000000;84.2300000;85.5800000;83.9100000;85.3300000;319358
BZ;D;20230801;000000;85.0100000;85.7800000;84.2100000;85.6800000;234157
BZ;D;20230802;000000;85.6800000;85.9900000;82.7400000;83.3800000;418619
BZ;D;20230803;000000;83.3800000;85.4100000;82.3600000;85.2500000;418158
BZ;D;20230804;000000;85.2500000;86.6500000;85.0600000;86.0000000;282740
BZ;D;20230806;000000;86.1500000;86.7300000;86.1500000;86.4500000;4660
BZ;D;20230807;000000;86.4500000;86.6800000;85.0300000;85.9100000;270467
BZ;D;20230808;000000;85.9100000;86.3400000;83.3200000;86.1800000;396142
BZ;D;20230809;000000;86.1800000;87.6500000;85.9100000;87.5100000;408013
BZ;D;20230810;000000;87.5100000;88.1000000;86.2000000;86.3300000;363990
BZ;D;20230811;000000;86.3300000;87.3500000;85.8400000;86.6000000;343492
BZ;D;20230813;000000;86.7300000;86.7300000;86.3200000;86.4800000;1782
BZ;D;20230814;000000;86.4900000;86.7100000;85.5000000;86.1900000;268243
BZ;D;20230815;000000;86.4500000;86.4800000;84.2900000;85.0800000;308651
BZ;D;20230816;000000;85.0800000;85.3600000;83.1300000;83.3700000;350887
BZ;D;20230817;000000;83.3700000;84.0500000;83.0500000;83.7200000;84044
BZ;D;20230818;000000;83.8300000;85.0800000;83.3300000;84.7200000;227620
BZ;D;20230820;000000;84.8300000;84.9400000;84.5200000;84.7000000;1012
BZ;D;20230821;000000;84.6800000;85.8600000;84.3100000;84.5900000;305260
BZ;D;20230822;000000;84.5900000;84.6600000;83.8500000;83.8900000;295906
BZ;D;20230823;000000;83.8900000;84.2600000;81.9400000;83.0700000;375452
BZ;D;20230824;000000;83.0700000;83.6200000;81.9700000;83.2300000;255059
BZ;D;20230825;000000;83.2300000;84.9700000;82.6700000;84.6200000;227204
BZ;D;20230827;000000;84.8500000;84.9800000;84.6700000;84.8000000;687
BZ;D;20230828;000000;84.8200000;85.2300000;84.1100000;84.4200000;96464
BZ;D;20230829;000000;84.4200000;85.6500000;83.8000000;85.5300000;117834
BZ;D;20230830;000000;85.5300000;86.2300000;85.1100000;85.9500000;89128
BZ;D;20230831;000000;85.5400000;86.8800000;85.4500000;86.8200000;353965
BZ;D;20230901;000000;86.8200000;88.8400000;86.7400000;88.7700000;393130
BZ;D;20230903;000000;88.9900000;88.9900000;88.6600000;88.7700000;2378
BZ;D;20230904;000000;88.7600000;89.2200000;88.2600000;89.0000000;141683
BZ;D;20230905;000000;89.0000000;91.1500000;88.0600000;90.0500000;458245
BZ;D;20230906;000000;90.0500000;91.1000000;89.2500000;90.6300000;298643
BZ;D;20230907;000000;90.6300000;90.8900000;89.4600000;89.7600000;217684
BZ;D;20230908;000000;89.7600000;91.0200000;89.3000000;90.4600000;302229
BZ;D;20230910;000000;90.4400000;90.8300000;90.2200000;90.3400000;4421
BZ;D;20230911;000000;90.3500000;91.4500000;90.1100000;90.6100000;311702
BZ;D;20230912;000000;90.6100000;92.4000000;90.5200000;91.9600000;354762
BZ;D;20230913;000000;91.9600000;92.8400000;91.6300000;92.1900000;315830
BZ;D;20230914;000000;92.1900000;94.2100000;92.0200000;94.1400000;321379
BZ;D;20230915;000000;94.1400000;94.6300000;92.6700000;94.2100000;352012
BZ;D;20230917;000000;94.2700000;94.2900000;93.9300000;94.0400000;1360
BZ;D;20230918;000000;94.0300000;94.9500000;93.7900000;94.5700000;356962
BZ;D;20230919;000000;94.5700000;95.9600000;94.1600000;94.4000000;415269
BZ;D;20230920;000000;94.4000000;94.7200000;92.7600000;93.2000000;345462
BZ;D;20230921;000000;93.2000000;94.6000000;92.2000000;93.2400000;326321
BZ;D;20230922;000000;93.2400000;94.6400000;92.8000000;93.6300000;251967
BZ;D;20230924;000000;93.8300000;93.9100000;93.4900000;93.9100000;1342
BZ;D;20230925;000000;93.8900000;94.2500000;92.5400000;93.4100000;179637
BZ;D;20230926;000000;93.4100000;94.2100000;91.8000000;94.0700000;175788
BZ;D;20230927;000000;94.0700000;97.0600000;94.0700000;96.7100000;143492
BZ;D;20230928;000000;96.7100000;97.6900000;94.7600000;95.1400000;90942
BZ;D;20230929;000000;95.1400000;95.1400000;91.9600000;92.2900000;443015
BZ;D;20231001;000000;92.1100000;92.5700000;92.1100000;92.4700000;2232
BZ;D;20231002;000000;92.4700000;93.3300000;90.3500000;90.4800000;432991
BZ;D;20231003;000000;90.4800000;91.5600000;89.5000000;91.1000000;466930
BZ;D;20231004;000000;91.1000000;91.2100000;85.7500000;86.0900000;539022
BZ;D;20231005;000000;86.0900000;86.5200000;83.8400000;84.1800000;532832
BZ;D;20231006;000000;84.1800000;84.9500000;83.4400000;84.4700000;428515
BZ;D;20231008;000000;84.4300000;88.1500000;84.4300000;87.3700000;34412
BZ;D;20231009;000000;87.3800000;89.0000000;86.4200000;88.2500000;399857
BZ;D;20231010;000000;88.2500000;88.4900000;86.9100000;87.7200000;371988
BZ;D;20231011;000000;87.7200000;88.2600000;85.2100000;85.5400000;428562
BZ;D;20231012;000000;85.5400000;87.6400000;85.1800000;86.2600000;399623
BZ;D;20231013;000000;86.2600000;91.0000000;86.2600000;90.9400000;452106
BZ;D;20231015;000000;90.8000000;91.2000000;90.1800000;90.8100000;6241
BZ;D;20231016;000000;90.8300000;91.3900000;89.5000000;90.1600000;289094
BZ;D;20231017;000000;90.1600000;90.9300000;88.8800000;90.9100000;267818
BZ;D;20231018;000000;90.9100000;93.0000000;90.6000000;91.4100000;368341
BZ;D;20231019;000000;91.4100000;93.4800000;89.5700000;93.0500000;320820
BZ;D;20231020;000000;93.0500000;93.7900000;91.6600000;92.1900000;282331
BZ;D;20231022;000000;92.5100000;92.5100000;91.6500000;91.8000000;3236
BZ;D;20231023;000000;91.7900000;92.4500000;89.6200000;90.5000000;281741
BZ;D;20231024;000000;90.5000000;90.6800000;87.3500000;88.0800000;295094
BZ;D;20231025;000000;88.0800000;90.3500000;86.6800000;90.1300000;276132
BZ;D;20231026;000000;90.1300000;90.4000000;87.5300000;88.1600000;202359
BZ;D;20231027;000000;88.1600000;90.7500000;87.8300000;90.0200000;110246
BZ;D;20231029;000000;90.4400000;90.4400000;88.7700000;89.4900000;1239
BZ;D;20231030;000000;89.4900000;89.9800000;87.2000000;87.9100000;101492
BZ;D;20231031;000000;87.9100000;87.9100000;84.7700000;85.6200000;401645
BZ;D;20231101;000000;85.6200000;87.2400000;84.5800000;84.9000000;329846
BZ;D;20231102;000000;84.9000000;87.0500000;84.6400000;86.9600000;322930
BZ;D;20231103;000000;86.9600000;87.8000000;84.5600000;85.1700000;371234
BZ;D;20231105;000000;85.2300000;85.5500000;84.8800000;85.2600000;1840
BZ;D;20231106;000000;85.2900000;86.4600000;85.0900000;85.2100000;249211
BZ;D;20231107;000000;85.2100000;85.2100000;81.4000000;81.4100000;414755
BZ;D;20231108;000000;81.4100000;81.9600000;79.2000000;79.7100000;434217
BZ;D;20231109;000000;79.7100000;81.4800000;79.4400000;79.8700000;321728
BZ;D;20231110;000000;79.8700000;82.0600000;79.7900000;81.5500000;260454
BZ;D;20231112;000000;81.7000000;81.7000000;81.1400000;81.1900000;1391
BZ;D;20231113;000000;81.2100000;82.8000000;80.4100000;82.7000000;248283
BZ;D;20231114;000000;82.7000000;83.9700000;82.0600000;82.3700000;246144
BZ;D;20231115;000000;82.3700000;83.0400000;80.7900000;81.0700000;305688
BZ;D;20231116;000000;81.0700000;81.1700000;76.6000000;77.4500000;463603
BZ;D;20231117;000000;77.4500000;80.8100000;77.2800000;80.5200000;355587
BZ;D;20231119;000000;80.6200000;80.8500000;79.5800000;80.8300000;2107
BZ;D;20231120;000000;80.8200000;82.9400000;80.4900000;82.0300000;261081
BZ;D;20231121;000000;82.0300000;82.5400000;81.4300000;82.3900000;247936
BZ;D;20231122;000000;82.3900000;82.6500000;78.4100000;81.6600000;374798
BZ;D;20231123;000000;81.6600000;81.6600000;80.1900000;81.2800000;103836
BZ;D;20231124;000000;81.2800000;82.2000000;80.1300000;80.2300000;108292
BZ;D;20231126;000000;80.2300000;80.7600000;80.2300000;80.7600000;629
BZ;D;20231127;000000;80.7500000;81.1700000;79.1300000;80.0800000;160500
BZ;D;20231128;000000;80.0800000;82.1600000;79.8000000;81.6600000;105898
BZ;D;20231129;000000;81.6600000;83.2500000;80.9600000;82.9000000;93733
BZ;D;20231130;000000;82.9000000;84.6100000;80.0200000;80.3500000;638295
BZ;D;20231201;000000;80.3500000;81.5400000;78.7500000;79.0700000;361953
BZ;D;20231203;000000;79.5600000;79.7200000;79.1000000;79.5900000;1934
BZ;D;20231204;000000;79.5700000;79.5900000;77.5200000;78.2000000;391937
BZ;D;20231205;000000;78.2000000;79.0900000;77.0000000;77.0000000;346893
BZ;D;20231206;000000;77.0000000;77.6500000;74.1100000;74.2800000;390461
BZ;D;20231207;000000;74.2800000;75.4800000;73.6000000;74.5600000;306587
BZ;D;20231208;000000;74.5600000;76.3600000;74.2000000;75.8000000;229107
BZ;D;20231210;000000;75.6500000;75.9100000;75.5700000;75.9100000;743
BZ;D;20231211;000000;75.9100000;76.5000000;75.0100000;76.1100000;214480
BZ;D;20231212;000000;76.1100000;76.6600000;72.8600000;73.3200000;307491
BZ;D;20231213;000000;73.3200000;74.6500000;72.2900000;74.6200000;266942
BZ;D;20231214;000000;74.6200000;77.3500000;74.4400000;76.6000000;256227
BZ;D;20231215;000000;76.6000000;77.2300000;75.2900000;76.6400000;226569
BZ;D;20231217;000000;76.9500000;77.3300000;76.8000000;77.3300000;1019
BZ;D;20231218;000000;77.3200000;79.5100000;75.7600000;78.0400000;283080
BZ;D;20231219;000000;78.0400000;79.6700000;77.4100000;79.2700000;210619
BZ;D;20231220;000000;79.2700000;80.6000000;79.0700000;79.1500000;243038
BZ;D;20231221;000000;79.1500000;80.1300000;77.8100000;79.3400000;194752
BZ;D;20231222;000000;79.3400000;80.3700000;78.8800000;79.1900000;115197
BZ;D;20231224;000000;79.1900000;79.1900000;79.1900000;79.1900000;1
BZ;D;20231225;000000;79.1900000;79.1900000;79.1900000;79.1900000;2
BZ;D;20231226;000000;79.1900000;81.7200000;78.7600000;81.0100000;64244
BZ;D;20231227;000000;81.0100000;81.3300000;79.3400000;79.3400000;71681
BZ;D;20231228;000000;79.3400000;79.8700000;77.1000000;77.4800000;289450
BZ;D;20231229;000000;77.4800000;77.9800000;76.7300000;77.0800000;200079
BZ;D;20231231;000000;77.0800000;77.0800000;77.0800000;77.0800000;1
BZ;D;20240101;000000;77.0800000;77.0800000;77.0800000;77.0800000;2
BZ;D;20240102;000000;77.0800000;79.0600000;75.6000000;76.0400000;341057
BZ;D;20240103;000000;76.0400000;78.6600000;74.7900000;78.4400000;371976
BZ;D;20240104;000000;78.4400000;79.4100000;76.5000000;77.7400000;370958
BZ;D;20240105;000000;77.7400000;79.2000000;77.6600000;78.7500000;292305
BZ;D;20240107;000000;78.9000000;78.9500000;78.4800000;78.8000000;2883
BZ;D;20240108;000000;78.7900000;78.8500000;75.2600000;76.2700000;355419
BZ;D;20240109;000000;76.2700000;78.1900000;75.9500000;77.4900000;350355
BZ;D;20240110;000000;77.4900000;78.7300000;76.3800000;76.7800000;365162
BZ;D;20240111;000000;76.7800000;79.1000000;76.6600000;78.4800000;402643
BZ;D;20240112;000000;78.4800000;80.7500000;77.9600000;78.4500000;410949
BZ;D;20240114;000000;78.3200000;78.3200000;77.5600000;78.2000000;3887
BZ;D;20240115;000000;78.1500000;78.9000000;76.8500000;78.6400000;178847
BZ;D;20240116;000000;78.6400000;79.4000000;77.6000000;77.9000000;314733
BZ;D;20240117;000000;77.9000000;78.1400000;76.5000000;78.1100000;371606
BZ;D;20240118;000000;78.1100000;79.3000000;77.3300000;78.9600000;348298
BZ;D;20240119;000000;78.9600000;79.7300000;78.3200000;78.8500000;292742
BZ;D;20240121;000000;78.6300000;78.8900000;78.2700000;78.3600000;6452
BZ;D;20240122;000000;78.3700000;80.5500000;77.8100000;79.8900000;327592
BZ;D;20240123;000000;79.8900000;80.4300000;78.7000000;79.7300000;343350
BZ;D;20240124;000000;79.7300000;80.7300000;79.0500000;80.2300000;238517
BZ;D;20240125;000000;80.2300000;82.5700000;80.0600000;82.3600000;250442
BZ;D;20240126;000000;82.3600000;83.6000000;81.3100000;83.5800000;243209
BZ;D;20240128;000000;83.6900000;84.8000000;83.6900000;84.5100000;4696
BZ;D;20240129;000000;84.5100000;84.5100000;82.0300000;82.4600000;123151
BZ;D;20240130;000000;82.4600000;83.3000000;81.3400000;82.7500000;80677
BZ;D;20240131;000000;82.7500000;82.7500000;80.2700000;80.6900000;408135
BZ;D;20240201;000000;80.6900000;81.5500000;78.5700000;78.8200000;553594
BZ;D;20240202;000000;78.8200000;79.4400000;76.8500000;77.2400000;430352
BZ;D;20240204;000000;77.6700000;78.2700000;77.6700000;77.9000000;4559
BZ;D;20240205;000000;77.9000000;78.3300000;76.6200000;77.9300000;304148
BZ;D;20240206;000000;77.9300000;79.0800000;77.6300000;78.7700000;316899
BZ;D;20240207;000000;78.7700000;79.5000000;78.4900000;79.4300000;307590
BZ;D;20240208;000000;79.4300000;81.9000000;79.0300000;81.7500000;459002
BZ;D;20240209;000000;81.7500000;82.4500000;81.2100000;81.9300000;330936
BZ;D;20240211;000000;81.8600000;81.9400000;81.5700000;81.8400000;1859
BZ;D;20240212;000000;81.8400000;82.1900000;80.7700000;82.0800000;257681
BZ;D;20240213;000000;82.0800000;83.2400000;81.9600000;82.6600000;337701
BZ;D;20240214;000000;82.6600000;83.6000000;81.3900000;81.4400000;357818
BZ;D;20240215;000000;81.4400000;83.2500000;80.7200000;82.8500000;338979
BZ;D;20240216;000000;82.8500000;83.6600000;81.8900000;83.3700000;359072
BZ;D;20240218;000000;83.5800000;83.5800000;83.0400000;83.1600000;1559
BZ;D;20240219;000000;83.1600000;83.6000000;82.5500000;83.3500000;189204
BZ;D;20240220;000000;83.3500000;83.6300000;82.0500000;82.5600000;301033
BZ;D;20240221;000000;82.5600000;83.0700000;81.6600000;82.9300000;252473
